LSOACODE,AVEPRICE,AVEINCOME,IMDSCORE,PTAINDEX
E01003805,2146062.98,83696.67,2.6,1.12
E01003806,1466491.01,88573.33,8.1,0.81
E01003807,610354.74,66750,8.8,9.86
E01003808,836292.88,71270,7.1,9.6
E01003809,1243231.62,79203.33,5.7,4.66
E01003810,664352.34,67066.67,7,11.14
E01003811,634450.43,69646.67,5.1,8.23
E01003812,500730.82,63813.33,8.8,11.08
E01003813,719315.07,67013.33,4.7,4.57
E01003814,600553.03,60553.33,10.4,6.43
E01003815,455757.78,58630,11.1,4.82
E01003816,1583862.3,72336.67,12.1,1.71
E01003817,726555,60153.33,11.8,1.1
E01003818,486934.61,55866.67,9.4,2.11
E01003819,438988.3,46593.33,28,2.15
E01003820,585799.36,53130,13.6,3.49
E01003821,814215.06,67523.33,6.4,5.42
E01003822,1082571.26,69940,3.7,5.04
E01003823,646391.93,61823.33,9.4,2.94
E01003824,760409.19,65796.67,5.7,5.93
E01003825,617742.41,63196.67,4.6,3.42
E01003826,419176.09,53160,23.2,2.08
E01003827,454539.65,60113.33,10.6,4.66
E01003828,624578.88,57820,6.5,4.6
E01003829,416483.08,48190,27.6,3.81
E01003830,565430.98,55886.67,10,4.82
E01003831,391918.07,53276.67,12.8,3.88
E01003832,309172.89,45826.67,35.7,3.55
E01003833,325033.83,49903.33,18,4.09
E01003834,565579.78,59690,11.4,6.75
E01003835,1044461.64,70296.67,5,3.95
E01003836,766365.2,58976.67,14.3,6.59
E01003837,629410.75,65263.33,7.7,1.95
E01003838,654402.11,62500,7.2,6.61
E01003839,514760.43,57273.33,13.8,10.26
E01003840,399554.84,48563.33,16.1,4.08
E01003841,296476.99,44016.67,28.4,3.71
E01003842,426840.25,47900,18.5,3.17
E01003843,361909.29,46486.67,16.4,4.03
E01003844,542506.56,56810,7.9,6.6
E01003845,511254.11,51483.33,8.6,2.95
E01003846,1415360.01,82413.33,4.1,6.95
E01003847,630276.79,69133.33,7,3.7
E01003848,607222.78,61606.67,11.7,15.43
E01003849,823502.75,75630,7.3,8.61
E01003851,1235000.66,81673.33,5,8.56
E01003852,848244.7,62100,14.7,12.45
E01003853,1574331,70493.33,13.2,9.37
E01003854,1022287.86,68423.33,11.2,10.76
E01003855,577113.28,58256.67,19.5,5.25
E01003856,673753.54,64533.33,8.5,8.31
E01003857,922177.04,68733.33,7.1,6.61
E01003858,930115.37,73400,4.4,7.39
E01003859,1077277.44,72933.33,5.2,8.33
E01003860,837815.53,75083.33,8.3,6.98
E01003861,642111.48,63780,10.3,23.91
E01003862,604824.87,59080,16.8,12.05
E01003863,878001.28,61180,17.5,15.02
E01003864,1103196.78,72013.33,7.6,14.34
E01003865,667711.22,60323.33,11.7,7.78
E01003866,810839.55,76690,3.7,7.67
E01003867,680669.74,62396.67,9.5,7.95
E01003868,588022.97,72056.67,7,12.35
E01003869,539635.78,66086.67,5.4,11.52
E01003870,579845.32,66500,7.9,8.74
E01003871,859510.63,75090,4.7,4.66
E01003872,739685.89,69863.33,8.4,6.12
E01003873,717493.32,66543.33,8.7,26.01
E01003874,938426.19,69676.67,6.4,13.4
E01003875,1298068.17,75126.67,7.6,6.25
E01003876,1096432.51,72546.67,10.1,26.87
E01003877,1172634.2,73556.67,5.5,14.93
E01003878,1497341.35,65840,19.5,1.55
E01003879,1469485.21,75770,5.1,3.27
E01003880,896019.03,73340,6,9.85
E01003881,706729.08,68476.67,5.4,6.04
E01003882,586663.84,68876.67,6.7,16.69
E01003883,520847.83,66943.33,5.9,9.51
E01003884,744086.43,66943.33,7.7,10.15
E01003885,572182.95,66210,7.2,9.97
E01003886,708241.21,68473.33,4.4,10.97
E01003887,674670.39,67110,5,11.94
E01003888,545696.96,59536.67,14.1,4.76
E01003889,708604.73,67413.33,6.2,2.32
E01003890,653740.74,69466.67,7.1,5.62
E01003891,724386.36,69706.67,3.5,6.2
E01003892,1123335.96,75403.33,5.8,7.62
E01003893,841321.28,66753.33,7.8,12.36
E01003894,959889.95,70373.33,5.9,14.35
E01003895,886999.19,67993.33,9,10.14
E01003896,492588.94,63893.33,9.5,18
E01003897,565384.95,64710,8.9,21.74
E01003898,506061.42,62773.33,7.1,11.19
E01003899,471490.09,61996.67,5.7,8.27
E01003900,540377.52,53636.67,21.5,7.39
E01003901,555935.92,60843.33,6.6,1.69
E01003902,476455.09,58650,6.3,7.09
E01003903,494081.66,55866.67,13.8,5.4
E01003904,494270.34,59346.67,8.5,5.06
E01003905,352879.29,55686.67,7.8,5.18
E01003906,441550.82,54640,13.2,7.87
E01003907,399350.3,50033.33,23.4,2.01
E01003908,481844.66,56293.33,6.2,6.12
E01003909,494672.06,56253.33,9.3,7.83
E01003910,511229.28,58510,5.9,4.11
E01003911,431237.92,43370,34,14.29
E01003912,244663.33,37476.67,42.7,13.47
E01003913,648761.87,54290,25,25.13
E01003914,649371.87,52326.67,26.3,13.85
E01003915,421802.64,45523.33,32.5,7.37
E01003916,402866.9,44623.33,26.8,7.25
E01003917,468758.9,45386.67,33.6,12.08
E01003918,310916.59,39083.33,40.3,18.75
E01003919,609455.92,46443.33,25.6,20.73
E01003920,293993.02,38956.67,40,21.99
E01003921,333501.23,40370,47,33.81
E01003922,346736.38,41506.67,36.4,27.11
E01003923,492599.12,46906.67,29,19.99
E01003924,261649.03,37576.67,36.6,23.21
E01003925,377356.31,40480,39.6,16.7
E01003926,408124.33,40783.33,33.7,15.35
E01003927,680717.93,52576.67,22.7,79.52
E01003929,707266.09,55096.67,22.8,91.83
E01003930,792293.71,47373.33,34.5,98.7
E01003932,432816.02,43046.67,43.6,78.25
E01003933,859563.49,49130,34.9,63.69
E01003934,1468704.29,55196.67,21.5,68.65
E01003935,1510743.79,55920,20.9,67.24
E01003936,692912.4,61276.67,14.8,55.68
E01003937,440869.25,49866.67,25.9,76.34
E01003938,533217.13,46020,30.1,63.91
E01003939,589354.26,52786.67,20.3,89.45
E01003940,373847.02,42090,33.7,31.06
E01003941,674076.87,52650,19.3,19.92
E01003942,458442.35,42503.33,32.3,30.05
E01003943,348047.75,40973.33,43.7,65.19
E01003945,498037.18,58056.67,19.6,6.43
E01003946,791478.95,58180,20,8.85
E01003947,286728.33,44663.33,40.6,8.85
E01003948,368146.25,55613.33,21.1,15.39
E01003949,491977.78,55530,19.1,9
E01003950,422655.2,45810,36.6,8.68
E01003951,1034516.33,62000,18.9,4.95
E01003952,680368.68,63253.33,16.8,16.55
E01003953,642911.91,60963.33,19.4,17.46
E01003954,665345.97,61513.33,16.3,12.41
E01003955,595391.85,59540,17.7,11.12
E01003956,651678.93,62546.67,13.1,11.48
E01003957,645320.42,59233.33,15.8,9.48
E01003958,719374.1,58816.67,15.9,11.49
E01003960,505032.3,44856.67,31,32.67
E01003961,350623.15,37883.33,45,21.55
E01003963,376962.62,37620,45.3,27.84
E01003964,499583.01,43803.33,37.2,12.6
E01003966,314265.34,39150,40.3,19.63
E01003967,304952.66,38196.67,39.5,19.62
E01003968,542295.83,36736.67,40,6.82
E01003969,478605.92,45130,32,20.53
E01003970,395896.3,39173.33,42.4,9.21
E01003971,197376.49,35976.67,39.1,13.48
E01003972,387904.52,42276.67,31,14.39
E01003973,300000,39713.33,36.2,23.7
E01003974,383793.96,38566.67,37.7,9.08
E01003975,565498.81,40803.33,38.7,10.9
E01003976,584872.19,52200,28.9,21.5
E01003977,475654.74,40356.67,38.9,7.06
E01003978,520507.16,46486.67,28.5,9.22
E01003979,551086.99,47406.67,33.8,18.29
E01003980,485008.15,39726.67,38.1,15.54
E01003981,774213.81,46833.33,30.5,84.39
E01003983,275287.83,36380,37.4,13.77
E01003984,427174.59,41096.67,38.5,20.68
E01003986,359890.83,35450,52.6,13.14
E01003987,321959.43,37290,38.7,4.31
E01003988,339195.3,37780,35.5,10.79
E01003989,249132.35,37993.33,33.2,9.99
E01003990,350732.67,38400,36.9,11.07
E01003991,372427.85,38703.33,43,8.16
E01003992,325793.25,40563.33,33.1,16.6
E01003993,327364.92,39560,37.5,8.93
E01003994,407513.73,40493.33,41.3,35.95
E01003995,393979.94,44020,41.7,45.62
E01003997,499160.59,45776.67,33.8,18.5
E01003998,567743.79,49510,28.6,34.36
E01003999,464641.73,44126.67,29.5,18.36
E01004000,481309.86,42853.33,34.4,13.32
E01004001,437573.03,40496.67,38,8.27
E01004002,562007,52096.67,22.5,7.92
E01004003,319292.07,40176.67,41.1,17.36
E01004004,455655.48,43420,37,23.13
E01004005,353063.22,39183.33,48.2,24.51
E01004006,504460.03,43826.67,30.6,16.32
E01004007,326127.32,38376.67,42.4,10.8
E01004008,311724.03,39553.33,39.1,28.84
E01004010,321899.82,40066.67,37.7,25.23
E01004011,300113.48,38293.33,34.7,10.43
E01004012,313286.8,41273.33,29.6,5.62
E01004013,323264.54,38796.67,40,14.47
E01004014,280939.73,37183.33,40,6.74
E01004015,682017.26,57926.67,24.8,10.03
E01004016,450746.04,52233.33,25.3,8
E01004017,623166.19,55956.67,17.3,7.87
E01004018,526098.95,59186.67,12.6,6.67
E01004019,496863.19,48920,27,11.87
E01004020,396846.35,46480,31.9,4.82
E01004021,607992.05,58320,17.9,16.21
E01004022,402003.03,45346.67,28.3,14.71
E01004023,670523.75,42760,35.6,14.25
E01004024,318800,38413.33,38.3,14.95
E01004027,892161.36,53236.67,24.4,71.85
E01004028,472106.71,43493.33,31.9,12.67
E01004029,503198.42,58616.67,14,15.9
E01004030,591648.9,47413.33,30.8,17.36
E01004031,453605.5,45270,28.2,27.03
E01004032,560442.25,61106.67,8.2,18.93
E01004033,474128.72,41680,39.4,25.93
E01004034,421927.45,40986.67,33.6,16.69
E01004035,418731.79,38173.33,45.6,17.2
E01004036,295234.96,39476.67,39.8,22.66
E01004037,273420.04,41433.33,28.6,12.22
E01004038,406890.86,43140,28.9,11.19
E01004039,301716.66,43280,27.9,12.77
E01004040,433221.62,36523.33,45.5,18.23
E01004041,399916.67,38876.67,34,14.44
E01004042,338039.31,38213.33,50.2,9.92
E01004043,458840.06,45223.33,27.9,7.13
E01004044,429524.91,41263.33,36.7,11.57
E01004045,477983.14,42726.67,31.5,15.35
E01004046,752867.49,59050,20.2,16.78
E01004047,329066.68,41960,30.2,14.55
E01004048,567770.68,52586.67,22.1,11.65
E01004049,443428.75,45963.33,25.4,21.31
E01004050,608997.35,56456.67,17.8,13.61
E01004051,487951.99,55490,8.7,21.41
E01004052,626596.52,56970,20.8,13.68
E01004053,512827.03,64140,8.2,9.54
E01004054,484594.67,64170,8.7,4.4
E01004055,504834.47,48190,41.6,4.43
E01004056,447983.61,54416.67,18.4,6.1
E01004057,422619.15,54680,19.8,8.46
E01004058,401107.15,62900,8.4,2.71
E01004059,479521.58,60656.67,14.5,17.78
E01004060,446956.78,49690,34.7,19.29
E01004061,667865.05,55636.67,22.9,23.25
E01004062,426662.43,46303.33,36.1,30.56
E01004063,626708.55,52913.33,32.4,25.46
E01004064,401368.75,42823.33,33.4,20.42
E01004065,625068.23,56790,21.6,21.12
E01004066,605983.05,47856.67,28.7,23.87
E01004067,328984.14,42136.67,37.6,39.3
E01004068,425354.31,42260,40.6,17.48
E01004069,1419596.32,86826.67,9.7,6.49
E01004070,877806.55,68743.33,15.2,13.72
E01004071,543657.75,58616.67,20.1,11.14
E01004072,976391.35,73190,11,10.26
E01004073,972403.54,76340,9.8,18.24
E01004074,1107765.02,76803.33,10.6,18.38
E01004075,1555691.57,88486.67,9.6,6
E01004076,282241.31,45480,18.3,3.78
E01004077,334050.82,45256.67,15.7,7.06
E01004078,231591.68,43810,16.3,3.24
E01004079,396024.44,50756.67,8.3,4.76
E01004080,387093.5,49170,6.9,8.65
E01004081,318554.2,47363.33,10.5,5.1
E01004082,338425.82,48626.67,5.7,6.1
E01004083,230543.4,34750,40.5,3.38
E01004084,584018.58,52946.67,5.5,3.22
E01004085,502137.77,51030,10,1.54
E01004086,366058.56,41853.33,17.4,5.73
E01004087,533900.48,49613.33,6.2,4.42
E01004088,288979.23,33986.67,51.3,3.1
E01004089,220842.04,35000,34.3,4.19
E01004090,274485.48,38700,42.3,8.44
E01004091,620752.21,60700,5.7,4.25
E01004092,661740.45,60186.67,8,4.75
E01004093,500597.53,58243.33,5.6,3.47
E01004094,318711.89,52886.67,6.3,7.41
E01004095,427185.89,57343.33,5.9,3.52
E01004096,256170.19,46210,18.2,5.89
E01004097,404621.3,51933.33,6.1,9.32
E01004098,415249.53,51903.33,7.8,9.22
E01004099,311181.5,48683.33,21.4,10.51
E01004100,409694.09,50463.33,7.3,9.47
E01004101,446609.97,50286.67,5.5,6.18
E01004102,411734.03,50616.67,11.4,9.73
E01004103,271444.07,49683.33,10.2,6.02
E01004104,489573.94,52983.33,3.5,7.21
E01004105,499980.62,58970,4.1,7.63
E01004106,683261.63,66520,2.8,2.67
E01004107,347282.17,46493.33,14.9,4.94
E01004108,417650.73,51360,16.1,0.7
E01004109,361608.51,46803.33,16.5,2.8
E01004110,377968.46,51220,10.4,9.52
E01004111,360645.62,51453.33,6.6,6.75
E01004112,572138.59,58400,2.9,6.14
E01004114,1067555.46,67516.67,4.9,0.54
E01004115,350018.37,49056.67,7.1,3.24
E01004116,394636.15,50780,6.2,3.31
E01004117,442347.94,51750,3.5,1.41
E01004118,314923.42,47370,8.2,8.17
E01004119,368668.48,48773.33,9.1,6.31
E01004120,530242.82,54603.33,4.6,5.06
E01004121,419339.87,50146.67,8.9,8.32
E01004122,566228.46,52260,5.7,4.24
E01004123,246553.1,37983.33,31.4,8.48
E01004124,313087.69,38340,22.7,3.98
E01004125,274492.89,36986.67,31.1,6.71
E01004126,262757.38,37176.67,32.6,7.12
E01004127,276679.3,40053.33,20.2,5.67
E01004128,266165.58,37236.67,25,6.54
E01004129,270445.77,36200,35.1,9.46
E01004130,348550.29,45750,11.9,4.31
E01004131,339616.89,46306.67,8.9,5.57
E01004132,361232.29,48533.33,5.7,4.67
E01004133,386135.41,49530,6,3.94
E01004134,323335.98,45853.33,13.5,6.81
E01004135,387330.96,46473.33,9.7,4.4
E01004136,387892.55,45913.33,8.2,4.69
E01004137,280164.41,44976.67,18.7,26.14
E01004138,280416.28,46430,13.9,7.84
E01004139,313299.47,47486.67,11.6,14.23
E01004140,236916.33,37290,39.7,17.52
E01004141,210164.13,40083.33,24.8,9.35
E01004142,252720.94,39846.67,26,26.95
E01004143,305123.4,45220,10.8,16.93
E01004144,359517.72,47616.67,9.3,9.66
E01004145,346656.4,45783.33,14.2,7.52
E01004146,309768.71,45650,14.4,15.83
E01004147,369412.17,47656.67,7.3,3.92
E01004148,315631.15,43160,22,9.04
E01004149,312400.5,43723.33,12.8,9.58
E01004150,219344.23,42673.33,23.4,20.91
E01004151,295633.44,48140,14.9,7.5
E01004152,280402.92,45996.67,19.5,21.22
E01004153,297669.36,46836.67,13.4,9.76
E01004154,510889.6,60103.33,3.9,3.8
E01004155,307652.45,50010,7.4,10.2
E01004156,284287.62,49503.33,11.3,24.61
E01004157,586543.53,57070,2.7,10.5
E01004158,321753.44,51770,8.7,11.74
E01004159,324111.98,46443.33,13.9,6.8
E01004160,342736.07,48253.33,8.9,8.88
E01004161,350847.17,49820,7.9,5.61
E01004162,270247.75,49153.33,12.3,24.04
E01004163,317459.97,43066.67,14.3,4.52
E01004164,263992.48,45540,14.4,7.52
E01004165,288478.23,43206.67,17.5,10.46
E01004166,296593.79,46293.33,12.9,7.41
E01004167,323503.78,41270,28.4,5.05
E01004168,329780.51,45860,8.9,4.52
E01004169,240260.55,43150,20.7,3.35
E01004170,297840.92,47623.33,10.7,14.56
E01004171,397617.24,48113.33,8.6,6.45
E01004172,242698.95,43470,22.2,12.22
E01004173,385426.31,46216.67,14.6,5.45
E01004174,335491.41,47183.33,15.4,13.14
E01004175,324755.11,45140,11.4,5.47
E01004176,300794.13,47623.33,14.7,9.36
E01004177,289528.46,41180,22.9,14.9
E01004178,257941.72,44600,19.7,14.11
E01004179,418257.42,50633.33,8.6,8.53
E01004180,561897.59,53490,5.2,4.54
E01004181,292984.64,45330,16.7,5.02
E01004182,293309.35,41026.67,27.1,7.58
E01004183,241964.35,36683.33,28.2,5.65
E01004184,267383.41,37483.33,31,3.3
E01004185,244087.81,36946.67,41.8,4.87
E01004186,241664.96,42800,14.1,5.54
E01004187,288219.8,39663.33,25.6,3.78
E01004188,235837.02,42063.33,18.8,8.87
E01004189,280481.73,36830,28.8,4.48
E01004190,469734.59,50766.67,4.3,5.61
E01004191,344265.52,46733.33,7,8.53
E01004192,380351.37,48663.33,10.6,3.15
E01004193,377416.26,49753.33,10.4,1.72
E01004194,300831.5,46990,10.1,3.74
E01004195,343360.26,47273.33,9.4,9.1
E01004196,372536.13,48293.33,5.5,5.46
E01004197,454784.16,47933.33,39.5,29.89
E01004198,457876.75,42246.67,51,33.55
E01004199,439855.02,41483.33,56.2,32.21
E01004200,490167.43,51393.33,30.1,26.55
E01004201,402563.38,48120,33.9,19.28
E01004202,416995.37,51200,29.5,21.44
E01004203,443546.02,47996.67,33,34.53
E01004204,377041.54,43016.67,44.6,21.08
E01004205,373725.2,40193.33,45.8,28.12
E01004206,401000,38803.33,55.5,38.96
E01004207,445529.37,42500,44.4,25.67
E01004208,473231.73,50773.33,32.8,35.63
E01004209,335411.11,40190,51.3,40.54
E01004211,473709.82,50516.67,37.3,32.35
E01004212,387458.74,43690,33.4,38.78
E01004214,278661.54,42926.67,47.9,7.14
E01004215,436072.96,52580,23.7,14.22
E01004216,391305.59,56516.67,15.5,6.18
E01004217,434774.72,51653.33,28.1,11.71
E01004218,497286.75,57890,14.4,8.66
E01004219,357293.24,47406.67,36.2,19.21
E01004221,522733.9,56840,21.9,11.3
E01004222,376452.29,40760,47.4,6.98
E01004223,378981.5,45363.33,42.6,5.92
E01004224,377613.42,44553.33,39.3,8.31
E01004225,377948.25,57580,20.5,20.79
E01004226,344831.6,42966.67,40.8,10.4
E01004228,580123.95,57430,26.9,17.15
E01004229,499993.05,49706.67,33.5,29.34
E01004230,552954,48993.33,35.1,27.55
E01004231,493810.6,45673.33,41.3,29.3
E01004232,713828.13,63026.67,23.1,32.04
E01004233,371810.05,46290,37.6,6.28
E01004234,603200.57,59913.33,26.5,7.25
E01004235,257726.66,40466.67,39.3,25.73
E01004236,274271.71,38580,47.4,21.99
E01004237,361460.52,44806.67,40.9,18.5
E01004238,325378.95,43720,43.7,17.75
E01004239,301438.1,40630,44.4,16.99
E01004240,375838.1,40623.33,41,8.63
E01004241,362573.95,40150,48,8.7
E01004242,349234.42,43890,44.2,10.26
E01004243,284436.75,38723.33,42.8,7.3
E01004244,345624.24,39780,57.3,13.07
E01004245,308172.53,37750,54.8,7.34
E01004246,399392.74,45936.67,40.4,12.07
E01004247,318989.34,38800,56.8,19.1
E01004248,328613.35,37526.67,58.3,13.47
E01004249,265336.15,40503.33,55.1,6.85
E01004250,343460.82,39360,51.5,8.38
E01004251,341139.09,44446.67,41,23.52
E01004252,365015.27,44676.67,44.3,16.74
E01004253,366196.8,40083.33,42.9,13.76
E01004254,512930.03,64176.67,21.9,19.23
E01004255,369826.74,45806.67,41.5,27.82
E01004256,314831.86,40190,48,13.93
E01004257,291696.13,39936.67,47.9,15.25
E01004258,715837.2,62470,23.7,17.51
E01004259,386387.95,49903.33,31,32
E01004260,368616.66,44090,42.8,21.78
E01004261,439719.05,38566.67,27.8,28.59
E01004262,420631.06,42270,33.9,16.97
E01004263,367507.6,41810,42.7,19.86
E01004264,367050.85,39110,39.9,23.07
E01004266,598675.54,49153.33,30.7,22.37
E01004267,360883.85,48763.33,43.7,21.33
E01004268,319464.82,41510,42.8,24.21
E01004269,435667.04,42270,44.3,31.72
E01004270,492122.09,49703.33,30.5,23.27
E01004271,336819.53,41480,42.7,14.96
E01004272,286533.66,38486.67,48.3,10.45
E01004273,410832.38,40153.33,54,12.76
E01004274,459977.89,54480,30.7,8.99
E01004275,466609.3,58730,17.8,10.86
E01004276,465409.86,70780,7.3,9.42
E01004277,795515.63,68943.33,7.9,21
E01004280,505170.71,53386.67,32.1,6.52
E01004281,347679,64223.33,12.8,9.99
E01004283,361651.69,42606.67,38.3,17.32
E01004284,358183.37,46460,35.3,18.54
E01004285,341127.53,39123.33,46,18.34
E01004286,468960.77,45656.67,44.9,25.17
E01004287,414362.84,42796.67,38,22.67
E01004288,376609.97,40516.67,49.1,24.27
E01004289,542805.42,43920,39.8,19.89
E01004290,397017.46,47623.33,34.9,22.42
E01004291,664091.31,70046.67,13.2,13.62
E01004292,650660.36,68940,10,11.66
E01004293,946502.84,74580,10.5,19.93
E01004294,557771.02,59933.33,22.8,28.05
E01004295,397948.82,44656.67,43.6,19.12
E01004296,610474.29,51206.67,34.2,18.81
E01004297,675225.97,73190,11.8,15.99
E01004298,371547.73,41260,49.1,27.74
E01004300,377597.02,40056.67,44.7,26.03
E01004301,455868.77,45886.67,48.1,27.03
E01004302,350635.06,43463.33,37.6,32.7
E01004303,500162.4,50576.67,31.2,20.01
E01004304,370000.95,40000,47.2,26.52
E01004305,361876.64,39950,41,24.82
E01004306,1032473.32,52490,42.3,46.86
E01004307,794325.69,60083.33,17.7,76.63
E01004308,506207.94,48036.67,36.3,18
E01004309,620759.48,45296.67,49,38.81
E01004310,547776.52,46970,40,91.22
E01004311,543827.31,44276.67,45.8,25.89
E01004312,454631.75,41163.33,47,15.06
E01004313,425392.56,44973.33,32.1,23.71
E01004314,815096.12,62033.33,24.6,15.03
E01004315,664782.88,48570,37.8,26.86
E01004316,718930.01,47960,46.2,40.08
E01004317,650968.17,53103.33,32.5,26.39
E01004318,386669.01,45753.33,47.8,17.3
E01004319,385150.02,40983.33,41.4,27.42
E01004321,467939.96,44700,41.5,31.5
E01004322,370407.2,44720,47.8,35.31
E01004323,451689.55,45473.33,37.6,31.4
E01004324,390424.19,41993.33,51.4,22.3
E01004325,605977.48,52000,29.2,41.33
E01004326,334678.72,44676.67,36.1,29.32
E01004327,310375.37,37856.67,35.4,6.35
E01004328,345002.36,40740,27.3,9.29
E01004329,345969.12,39313.33,28,4.81
E01004330,395425.14,41160,21.5,6.35
E01004331,341484.41,39273.33,29.3,7.29
E01004332,348991.96,39100,34.3,9.09
E01004333,408819.24,39240,31.1,15.04
E01004334,255598.35,34096.67,46.7,10.69
E01004335,363864.29,34503.33,50.9,12.17
E01004336,383880.89,36413.33,31.5,24.44
E01004337,355219.32,36353.33,32.9,19.55
E01004338,407038.74,40253.33,24.6,22.35
E01004339,373962.7,40700,26.5,18.59
E01004340,301572.68,35626.67,48.5,17.62
E01004341,338843.54,36523.33,38.8,10.52
E01004342,376143.27,40433.33,28.1,6.84
E01004343,390601.54,45260,18.2,6.12
E01004344,310958.13,40126.67,32.4,6.04
E01004345,370346.86,42840,26.2,5.85
E01004346,420981.95,43943.33,21,7.44
E01004347,389431.87,45010,19.5,6.89
E01004348,336789.47,42740,23.8,7.85
E01004349,358787.07,40980,35,2.61
E01004350,279491.4,38950,30.3,4.15
E01004351,403435.42,45530,16.3,4.52
E01004352,567139.4,52710,13.1,5.25
E01004353,439653.46,49470,17.9,6.13
E01004354,379781.48,48823.33,18.5,12.49
E01004355,337781.69,43343.33,27.3,3.72
E01004356,374427.36,42303.33,30.4,2.91
E01004357,435396.99,44913.33,21.6,4.83
E01004358,327780.27,45276.67,25.2,6.9
E01004359,448409.29,48623.33,15.7,8.08
E01004360,459002.05,48273.33,15.6,4.52
E01004361,406850.26,46126.67,16.6,3.55
E01004362,451690.25,45906.67,27.1,7.01
E01004363,470320.58,44730,19.6,12.97
E01004364,344518.1,41550,36,16.09
E01004365,338358.29,37656.67,36,23.61
E01004366,416863.8,44633.33,25.6,8.71
E01004367,421401.24,41796.67,28.9,15.63
E01004368,356971.19,44256.67,25,13.33
E01004369,329203.5,43013.33,23.8,9.78
E01004370,336814.77,44033.33,21.1,9.53
E01004371,464521.46,44383.33,23,19.5
E01004372,335881.01,44863.33,15.6,8.72
E01004373,326273.21,40076.67,32.5,17.74
E01004374,384277.2,44373.33,19.2,19.73
E01004375,376890.39,41370,26.3,20.08
E01004376,436517.28,42030,25.5,24.77
E01004377,439366.54,48006.67,20.9,3.09
E01004378,451584.67,45110,27.7,6.18
E01004379,390924.8,49426.67,15.1,8.18
E01004380,413896.86,47263.33,25.2,2.83
E01004381,376546.46,48253.33,17.6,8.77
E01004382,270051.89,39170,46.5,5.88
E01004383,423166.38,47263.33,17.8,6.11
E01004384,276214.45,38913.33,36.7,5.84
E01004385,362546.45,40213.33,34.2,3.26
E01004386,461788.94,47233.33,9.7,4.43
E01004387,439608.24,51330,7.9,3.76
E01004388,404273.38,45480,24.2,6.77
E01004389,296368.04,39426.67,36.6,4.88
E01004390,312983.53,37913.33,38.1,3.63
E01004391,345528.81,42673.33,27.7,10.31
E01004392,382236.52,40783.33,34.4,18.79
E01004393,351076.65,39413.33,28.4,15.2
E01004394,407677.31,39253.33,41.7,14.76
E01004395,433127.17,43800,23.3,1.09
E01004396,414231.47,42086.67,22.3,14.32
E01004397,363034.39,42643.33,33.6,28.86
E01004398,329575.38,35686.67,41.5,4.36
E01004399,295023.84,35010,54.4,2.59
E01004400,333239.51,38230,34.9,5.89
E01004401,371913.84,40530,24.4,6.75
E01004402,374365.32,36996.67,37.6,3.68
E01004403,361261.19,37833.33,34.4,5.87
E01004404,270665.61,37203.33,34.8,5.17
E01004405,419721.57,40283.33,36.9,19.42
E01004406,398094.47,41086.67,30.2,27.69
E01004407,257960.69,34213.33,54.6,9.34
E01004408,453676.74,43620,29,13.1
E01004409,483110.59,42123.33,35.4,22.06
E01004410,429357.34,37780,44,11.52
E01004411,399836.33,43153.33,30.4,32.45
E01004412,488653.16,46860,26.6,19.37
E01004413,278722.9,38556.67,37.9,5.42
E01004414,357829.44,42030,23.8,7.95
E01004415,381151.62,42646.67,29.9,4.5
E01004416,406314.41,43356.67,24.3,3.93
E01004417,383193.16,41356.67,26.6,7.44
E01004418,325516.45,41786.67,22.1,7.83
E01004419,295209.29,42266.67,23.9,7.71
E01004420,370302.02,35606.67,45,20.79
E01004421,375654.81,39296.67,27.9,11.18
E01004422,411565,39656.67,32.4,4.31
E01004423,329469.37,36203.33,42.8,13.08
E01004424,349870.83,37300,43,8.54
E01004425,288214.48,39096.67,31.1,9.56
E01004426,401290.6,39406.67,29.6,8.42
E01004427,283635.23,39076.67,31.2,4.97
E01004428,246961.54,34940,49,4.59
E01004429,345788.83,37943.33,30.8,5.34
E01004430,345078.75,39386.67,32.5,15.17
E01004432,376997.77,39833.33,29,9.69
E01004434,326630.81,36940,34.4,3.73
E01004435,331320.36,37546.67,40.3,11.72
E01004436,395922.11,45800,34.5,17.98
E01004437,356156.68,43200,31.6,22.1
E01004438,383825.99,46070,24.2,23.3
E01004439,389107.79,44826.67,23.9,20.66
E01004440,350743.53,44463.33,29.6,25.91
E01004441,382393.11,47450,19.3,22.3
E01004442,393968.57,48400,18.6,14.77
E01004443,482926.39,40933.33,33.5,31.53
E01004444,299096.82,37440,43,17.67
E01004445,410238.17,41056.67,32.9,16.66
E01004446,408166.56,40863.33,28,12.59
E01004447,448074.75,43446.67,21.9,16.19
E01004448,370850.71,40873.33,32.1,4.28
E01004449,307525,35796.67,51.8,4.73
E01004450,349131.74,43606.67,19.4,2.77
E01004451,337459.57,43226.67,20.1,3.82
E01004452,323544.96,39816.67,29.2,8.98
E01004453,247219.21,41173.33,31.3,3.35
E01004454,296607.13,39633.33,27.5,7.49
E01004455,282787.95,39616.67,34.3,8.81
E01004456,262713.33,36700,45.5,2.38
E01004457,358710.4,42390,26.1,8.1
E01004458,394593.72,40690,30.5,9.88
E01004459,429000,35926.67,54.4,5.34
E01004460,434626.93,41180,33.9,11.85
E01004461,410406.77,41643.33,18.6,14.4
E01004462,440232.91,42013.33,26.5,12.75
